Instances,aspfeaturesBase/Features-n1
ASPExtended/planning/dispose/p03_06.lp-18-6661.sm.gz,1,56042,94696,81034,36,13626,0
ASPExtended/ASP-Comp-2009-Lparse/CompSchurNumbers/20.13.schur.lp.gz,1,1026,21890,21520,240,130,0
ASPExtended/planning/dispose/p03_07.lp-18-20100.sm.gz,1,63452,106687,91405,36,15246,0
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_07.lp.gz,0,69217,217387,203512,9250,4625,0
ASPExtended/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.10.x.10.r.2.565627391.127944.data_k=4_l=6_unsat.gph.gz,1,1482,4665,3804,566,295,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w3_g5_s4.dlv.dat.lp.lp.gz,1,2080,4054,3489,490,75,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w5_g5_s4.dlv.dat.lp.lp.gz,1,3182,6206,5531,550,125,0
ASPExtended/planning/coins/coins07.lp-18-458.sm.gz,1,50722,87223,75649,36,11538,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w7_g3_s5.dlv.dat.lp.lp.gz,1,2394,3311,2813,372,126,0
ASPExtended/laby/laby_15_15_17.lp.gz,0,39331,123037,122992,30,15,0
ASPExtended/planning/comm/p12.lp-37-6106.sm.gz,1,46587,66511,62256,74,4181,0
ASPExtended/ggp/twisty-passages.gdlclingo.pl.gr.gz,1,91059,120205,119602,402,201,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w4_g5_s5.dlv.dat.lp.lp.gz,1,3901,7885,7000,765,120,0
ASPExtended/ggp/troublemaker01.gdlclingo.pl.gr.gz,1,1386,2541,2345,131,65,0
ASPExtended/gridpuzzle/nurikabe-8.lp.lp.gz,0,103619,437884,437609,50,225,0
ASPExtended/gridpuzzle/heyawake-2.lp.lp.gz,0,36743,71114,71085,14,15,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w7_g4_s3.dlv.dat.lp.lp.gz,1,1737,2720,2324,284,112,0
ASPExtended/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=26.gz,1,4600,12898,12820,52,26,0
ASPExtended/laby/laby_10_10_05.lp.gz,0,12250,36242,36212,20,10,0
ASPExtended/hardwareASP/hard_inst_6_9_32144.gr.gz,0,77207,143729,89733,28582,25414,0
ASPExtended/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.01100.8.gz,0,201,1092,1092,0,0,0
ASPExtended/planning/comm/p17.lp-46-522.sm.gz,1,146944,205883,196361,92,9430,0
ASPExtended/ASP-Comp-2011-Lparse/12-KnightTour/10-knight_tour-50-0.asp.gz,0,90363,574196,574196,0,0,0
ASPExtended/planning/dispose/p03_05.lp-18-17456.sm.gz,1,48632,82705,70663,36,12006,0
ASPExtended/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721345259.dat.gz,1,7486,7739,7174,304,261,0
ASPExtended/planning/dispose/p03_04.lp-17-3896.sm.gz,1,39049,66874,57031,34,9809,0
ASPExtended/searchTest-verbose/stv_sequence4-ss1.lp.gz,1,6873,1144897,1144897,0,0,0
ASPExtended/SolitaireForward/solitare_forward_t49.lp.lp.gz,1,18048,44376,44278,49,49,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w2_g4_s2.dlv.dat.lp.lp.gz,1,320,487,431,32,24,0
ASPExtended/graph_colouring/graph-colouring-nodes=135-density=0.1-instance=2.sm.gz,1,2818,6877,6472,270,135,0
ASPExtended/HamiltonianPath/gryzzles.34.lp.gz,0,1580,4024,4024,0,0,0
ASPExtended/planning/dispose/p05_01.lp-15-445.sm.gz,1,125645,241949,202154,30,39765,0
ASPExtended/laby/laby_10_10_17.lp.gz,0,12253,36257,36227,20,10,0
ASPExtended/RicochetRobots/rr01-06.sm.gz,0,19629,118569,118533,24,12,0
ASPExtended/RicochetRobots/robo22.lp.gz,0,31346,205926,205854,48,24,0
ASPExtended/Sokoban-Hard/handmade_soko008.lp-29-1306.sm.gz,0,40098,91772,84029,58,7685,0
ASPExtended/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_15_75_1235849326_0_k=3_v=7_e=20_unsat.gph.gz,0,678,1409,1352,36,18,3
ASPExtended/SolitaireBackward/solitare_backward_t9_p10.lp.lp.gz,1,3403,8214,8193,11,10,0
ASPExtended/laby/laby_16_16_12.lp.gz,0,47409,149310,149262,32,16,0
ASPExtended/hardwareASP/hard_inst_5_5_10300.gr.gz,0,24748,45698,28630,9034,8034,0
ASPExtended/Synthesis/mutex3AsyncNondet.sm.gz,0,93602,186777,186777,0,0,0
ASPExtended/hardwareASP/hard_inst_10_8_4281.gr.gz,0,185000,344158,214844,68457,60857,0
ASPExtended/RicochetRobots/robo38.lp.gz,0,31346,205926,205854,48,24,0
ASPExtended/HamiltonClumpy/08/clumpy-08x08_09.sm.gz,0,987,1499,1006,191,302,0
ASPExtended/graph_colouring/graph-colouring-nodes=135-density=0.1-instance=10.sm.gz,1,2992,7486,7081,270,135,0
ASPExtended/gridpuzzle/bag-1.lp.lp.gz,0,59427,1819144,1818624,278,242,0
ASPExtended/laby/laby_16_16_08.lp.gz,0,47378,149137,149089,32,16,0
ASPExtended/RicochetRobots/robo35.lp.gz,0,31346,205926,205854,48,24,0
ASPExtended/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=25.gz,1,4430,12405,12330,50,25,0
ASPExtended/laby/laby_20_20_19.lp.gz,0,90881,292589,292529,40,20,0
ASPExtended/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=11.gz,1,5342,39081,38640,294,147,0
ASPExtended/planning/dispose/p03_08.lp-15-321.sm.gz,1,59687,99382,85297,30,14055,0
ASPExtended/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721297189.dat.gz,1,7486,7738,7173,305,260,0
ASPExtended/planning/comm/p08.lp-34-19568.sm.gz,1,26366,38045,35223,68,2754,0
ASPExtended/HamiltonianCycle/rand_150_1200_1154711577_10.gph.lp.gz,0,7803,11702,9002,300,2400,0
ASPExtended/HamiltonClumpy/21/clumpy-21x21_11.sm.gz,0,6465,9868,6558,1238,2072,0
ASPExtended/planning/comm/p14.lp-40-11058.sm.gz,1,61424,87353,82113,80,5160,0
ASPExtended/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=19-height=19-density=0.01-run=4.gz,0,2849,4935,4934,0,1,0
ASPExtended/coala/blocksworld/coala_b14_20.lparse.gz,1,32019,3255311,3255311,0,0,0
ASPExtended/planning/comm/p14.lp-39-9468.sm.gz,1,59919,85195,80086,78,5031,0
ASPExtended/planning/dispose/p02_05.lp-15-354.sm.gz,1,9245,14570,12545,30,1995,0
ASPExtended/ASP-Comp-2007-Lparse/SLparse/BlockedN-QueensCompetition/156.48.1960.36.1721310106.dat.data.gz,1,4699,5024,4456,280,288,0
ASPExtended/planning/coins/coins06.lp-20-2947.sm.gz,1,56088,96707,83847,40,12820,0
ASPExtended/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.15.lp.gz,0,1912,2325,1512,675,138,0
ASPExtended/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.40_unsat.data.gz,0,8804,30627,27523,1851,1253,0
ASPExtended/planning/comm/p16.lp-44-5076.sm.gz,1,96125,135610,128438,88,7084,0
ASPExtended/planning/coins/coins10.lp-23-7197.sm.gz,1,64153,110933,96144,46,14743,0
ASPExtended/ASP-Comp-2009-Lparse/CompSokoban/dimitri_yorick.54.steps.12.asp.gz,0,4499,8079,7460,26,593,0
ASPExtended/planning/dispose/p02_06.lp-20-17833.sm.gz,1,14080,22307,19207,40,3060,0
ASPExtended/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/00-multi_context_system_querying-0-0.asp.gz,1,230879,304155,304155,0,0,0
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_7.lp.gz,1,3319,3658,3156,3,200,299
ASPExtended/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.30.lp.gz,0,1782,2180,1455,592,133,0
ASPExtended/Su-Doku/sudoku250.lp.lp.gz,1,17053,1003670,1002420,625,625,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w4_g2_s4.dlv.dat.lp.lp.gz,1,480,567,447,80,40,0
ASPExtended/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.10.a.25_unsat.data.gz,0,12608,49106,44609,2657,1840,0
ASPExtended/hardwareASP/hard_inst_7_11_5978.gr.gz,0,137995,257350,160536,51249,45565,0
ASPExtended/Sokoban-Hard/handmade_soko035.lp-27-4470.sm.gz,0,23771,52603,48310,54,4239,0
ASPExtended/laby/laby_12_12_08.lp.gz,0,20604,62592,62556,24,12,0
ASPExtended/Sokoban-Hard/handmade_soko035.lp-26-2574.sm.gz,0,22897,50649,46515,52,4082,0
ASPExtended/planning/comm/p05.lp-34-3915.sm.gz,1,16133,23564,21558,68,1938,0
ASPExtended/ASP-Comp-2009-Lparse/CompSchurNumbers/15.20.schur.lp.gz,1,1031,21895,21520,245,130,0
ASPExtended/RicochetRobots/rr12-11.sm.gz,0,35884,225674,225608,44,22,0
ASPExtended/HamiltonianCycle/rand_200_1800_1154991214_18.gph.lp.gz,0,11603,17402,13402,400,3600,0
ASPExtended/hardwareASP/hard_inst_8_8_17290.gr.gz,0,124667,231982,144818,46142,41022,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g6_s3.dlv.dat.lp.lp.gz,1,3236,6907,6259,504,144,0
ASPExtended/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=21-height=21-density=0.01-run=1.gz,0,3485,6128,6127,0,1,0
ASPExtended/laby/laby_13_13_12.lp.gz,0,26017,80037,79998,26,13,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w8_g2_s5.dlv.dat.lp.lp.gz,1,1274,1421,1193,132,96,0
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_6.lp.gz,1,2494,2752,2378,1,150,223
ASPExtended/coala/yale_shooting/coala_y11_32.lparse.gz,1,3249,15680,15680,0,0,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w5_g6_s3.dlv.dat.lp.lp.gz,1,2755,5868,5274,474,120,0
ASPExtended/WeightBoundedDominatingSetSuite/rand_200_800_1159728969_6.gph.lp.gz,1,3382,3714,3226,4,200,284
ASPExtended/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=11.gz,1,15956,141855,140955,600,300,0
ASPExtended/ggp/hanoi7.gdlclingo.pl.gr.gz,1,207038,1707731,1707347,256,128,0
ASPExtended/ASP-Comp-2011-Lparse/10-SokobanDecision/4-sokoban_decision-0-0.asp.gz,0,4043,84580,84580,0,0,0
ASPExtended/planning/dispose/p02_10.lp-21-587.sm.gz,1,23017,36173,31238,42,4893,0
ASPExtended/HamiltonClumpy/18/clumpy-18x18_04.sm.gz,0,4977,7582,5035,925,1622,0
ASPExtended/WeightBoundedDominatingSetSuite/rand_100_400_1159666138_7.gph.lp.gz,1,1686,1851,1602,2,100,147
ASPExtended/WeightBoundedDominatingSetSuite/rand_100_400_1159666138_13.gph.lp.gz,1,1678,1842,1594,1,100,147
ASPExtended/HamiltonianCycle/rand_150_1200_1154711577_6.gph.lp.gz,0,7803,11702,9002,300,2400,0
ASPExtended/SolitaireBackward/solitare_backward_t8_p9.lp.lp.gz,1,3037,7310,7291,10,9,0
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_14.lp.gz,0,81804,257952,241425,11018,5509,0
ASPExtended/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=10.gz,1,15555,138254,137354,600,300,0
ASPExtended/RicochetRobots/rr13-08.sm.gz,0,26131,161411,161363,32,16,0
ASPExtended/laby/laby_22_22_18.lp.gz,0,120146,389866,389800,44,22,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w4_g3_s2.dlv.dat.lp.lp.gz,1,339,446,326,84,36,0
ASPExtended/Su-Doku/puzzle-guessingneeded.lp.lp.gz,1,939,15061,14899,81,81,0
ASPExtended/benchmarks/qeq.12.lp.gz,1,606,11277,11277,0,0,0
ASPExtended/hardwareASP/hard_inst_8_12_29466.gr.gz,0,173939,324338,202310,64598,57430,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w7_g4_s5.dlv.dat.lp.lp.gz,1,4129,6992,6228,596,168,0
ASPExtended/Sokoban-Hard/handmade_soko008.lp-30-5732.sm.gz,0,41471,94945,86935,60,7950,0
ASPExtended/ASP-Comp-2007-Lparse/SLparse/Su-Doku/sudoku368.lp.gz,1,17053,1003559,1002309,625,625,0
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_4.lp.gz,1,3312,3644,3149,1,200,294
ASPExtended/planning/comm/p16.lp-42-1919.sm.gz,1,91831,129510,122664,84,6762,0
ASPExtended/laby/laby_19_19_05.lp.gz,0,78249,250763,250706,38,19,0
ASPExtended/hardwareASP/hard_inst_10_5_23026.gr.gz,0,98471,181945,113885,36030,32030,0
ASPExtended/searchTest-verbose/stv_sequence4-ss2.lp.gz,1,6873,1144896,1144896,0,0,0
ASPExtended/SolitaireForward/solitare_forward_t24.lp.lp.gz,1,8898,21776,21728,24,24,0
ASPExtended/Sokoban-Hard/handmade_soko013.lp-33-431.sm.gz,0,52830,122630,112235,66,10329,0
ASPExtended/hardwareASP/hard_inst_5_11_21509.gr.gz,0,65787,122588,76522,24383,21683,0
ASPExtended/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/205_rand_32_140_1344639651_0.gph.gz,1,1702,79621,77604,933,1056,28
ASPExtended/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.41_7.gz,1,9359,23924,23760,82,82,0
ASPExtended/hardwareASP/hard_inst_7_8_23798.gr.gz,0,95514,177713,110953,35340,31420,0
ASPExtended/planning/dispose/p04_03.lp-15-516.sm.gz,1,87429,156084,132279,30,23775,0
ASPExtended/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.12.asp.gz,0,2783,4749,4097,430,222,0
ASPExtended/planning/dispose/p02_10.lp-24-20100.sm.gz,1,26128,41207,35567,48,5592,0
ASPExtended/Sokoban-Hard/handmade_soko029.lp-31-3181.sm.gz,0,31986,72171,66126,62,5983,0
ASPExtended/ASP-Comp-2009-Lparse/CompWireRouting/wire.17.x.17.b.10.a.25_unsat.data.gz,0,14122,54820,49867,2881,2072,0
ASPExtended/planning/dispose/p04_04.lp-17-3609.sm.gz,1,118981,210243,178640,34,31569,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w2_g5_s5.dlv.dat.lp.lp.gz,1,2279,4583,4453,70,60,0
ASPExtended/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=13.gz,1,16758,150137,149237,600,300,0
ASPExtended/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.70_7.gz,1,14817,36736,35539,1127,70,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w3_g3_s2.dlv.dat.lp.lp.gz,1,266,355,256,72,27,0
ASPExtended/planning/dispose/p04_10.lp-19-20100.sm.gz,1,269111,460641,394312,38,66291,0
ASPExtended/Sokoban-Hard/handmade_soko025.lp-19-2197.sm.gz,0,12579,27618,25281,38,2299,0
ASPExtended/RicochetRobots/rr05-10.sm.gz,0,32633,204253,204193,40,20,0
ASPExtended/TowersOfHanoiCompetition/mgs_towers-hanoi.32_6.lp.gz,1,6031,15288,15160,64,64,0
ASPExtended/laby/laby_18_18_01.lp.gz,0,66876,213280,213226,36,18,0
ASPExtended/planning/dispose/p04_08.lp-16-919.sm.gz,1,189914,325705,278553,32,47120,0
ASPExtended/planning/dispose/p02_05.lp-16-274.sm.gz,1,9817,15508,13348,32,2128,0
ASPExtended/laby/laby_11_11_04.lp.gz,0,16070,48239,48206,22,11,0
ASPExtended/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_65_500_1235857888_0_k=6_sat.gph.gz,0,1264,3330,3328,1,1,0
ASPExtended/HamiltonClumpy/18/clumpy-18x18_01.sm.gz,0,4911,7498,4977,924,1597,0
ASPExtended/hardwareASP/hard_inst_6_10_8207.gr.gz,0,84155,156752,97844,31182,27726,0
ASPExtended/HamiltonClumpy/21/clumpy-21x21_07.sm.gz,0,6311,9640,6438,1192,2010,0
ASPExtended/planning/comm/p10.lp-32-953.sm.gz,1,32256,46225,43057,64,3104,0
ASPExtended/Sokoban-Hard/handmade_soko035.lp-23-832.sm.gz,0,20275,44787,41130,46,3611,0
ASPExtended/laby/laby_10_10_01.lp.gz,0,12260,36278,36248,20,10,0
ASPExtended/Fastfood/a4.7.10.sm.gz,1,1237,1217,580,636,1,0
ASPExtended/HamiltonianCycle/rand_100_800_1155012316_11.gph.lp.gz,0,5203,7802,6002,200,1600,0
ASPExtended/Sokoban-Hard/handmade_soko033.lp-16-10568.sm.gz,0,15704,35550,32558,32,2960,0
ASPExtended/ggp/blocksworldserial.gdlclingo.pl.gr.gz,1,1199,4548,4523,17,8,0
ASPExtended/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.30_sat.data.gz,0,6722,21587,19239,1406,942,0
ASPExtended/hardwareASP/hard_inst_12_12_23931.gr.gz,0,404658,754826,470684,150423,133719,0
ASPExtended/planning/comm/p11.lp-34-983.sm.gz,1,38453,54992,51354,68,3570,0
ASPExtended/planning/dispose/p03_08.lp-19-20100.sm.gz,1,74587,125110,107269,38,17803,0
ASPExtended/planning/dispose/p03_08.lp-16-754.sm.gz,1,63412,105814,90790,32,14992,0
ASPExtended/planning/dispose/p04_07.lp-18-3588.sm.gz,1,190635,329634,281484,36,48114,0
ASPExtended/ASP-Comp-2011-Lparse/10-SokobanDecision/49-sokoban_decision-0-0.asp.gz,0,13205,561235,561235,0,0,0
ASPExtended/HamiltonianCycle/rand_100_800_1155012316_9.gph.lp.gz,0,5203,7802,6002,200,1600,0
ASPExtended/HamiltonianPath/gryzzles.20.lp.gz,0,1556,4076,4076,0,0,0
ASPExtended/ASP-Comp-2009-Lparse/CompSchurNumbers/20.10.schur.lp.gz,1,1026,21890,21520,240,130,0
ASPExtended/laby/laby_13_13_01.lp.gz,0,26000,79949,79910,26,13,0
ASPExtended/hardwareASP/hard_inst_9_8_2565.gr.gz,0,165487,308075,192277,61301,54497,0
ASPExtended/laby/laby_21_21_13.lp.gz,0,104799,338769,338706,42,21,0
ASPExtended/hardwareASP/hard_inst_10_10_4412.gr.gz,0,233073,434278,270934,86472,76872,0
ASPExtended/planning/dispose/p03_09.lp-18-7247.sm.gz,1,78272,130669,112147,36,18486,0
ASPExtended/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.76.steps.13.asp.gz,0,7517,13399,12433,28,938,0
ASPExtended/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.22.lp.gz,0,1648,2022,1365,532,125,0
ASPExtended/RicochetRobots/robo3.lp.gz,0,31346,205926,205854,48,24,0
ASPExtended/laby/laby_20_20_08.lp.gz,0,90919,292711,292651,40,20,0
ASPExtended/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=3.gz,1,2774,6833,6443,260,130,0
ASPExtended/planning/dispose/p03_01.lp-16-905.sm.gz,1,16974,30949,26005,32,4912,0
ASPExtended/ASP-Comp-2007-Lparse/SLparse/BoundedSpanningTree/122_rand_35_250_1700165461_0.gph.gz,1,2007,164438,161856,1287,1295,0
ASPExtended/WeightedSpanningTree/209_rand_45_138_1119566817_0.gph.lp.gz,1,2801,153497,150034,1323,2112,28
ASPExtended/HamiltonClumpy/22/clumpy-22x22_04.sm.gz,0,6912,10567,7050,1304,2213,0
ASPExtended/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.41.gz,0,1474,3624,3624,0,0,0
ASPExtended/TowersOfHanoiCompetition/mgs_towers-hanoi.16_50.6.lp.gz,1,6401,16234,16098,68,68,0
ASPExtended/WeightBoundedDominatingSetSuite/rand_200_800_1159728969_4.gph.lp.gz,1,3392,3718,3223,1,200,294
ASPExtended/Sokoban-Hard/handmade_soko043.lp-17-8747.sm.gz,0,18051,40263,36880,34,3349,0
ASPExtended/TowersOfHanoiCompetition/mgs_towers-hanoi.27_7.lp.gz,1,6209,15818,15710,54,54,0
ASPExtended/RicochetRobots/rr13-09.sm.gz,0,29382,182832,182778,36,18,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g5_s2.dlv.dat.lp.lp.gz,1,1203,2022,1712,220,90,0
ASPExtended/searchTest-verbose/stv_sequence3-ss1.lp.gz,1,4298,624287,624287,0,0,0
ASPExtended/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_15_15_t9.lp.gz,1,6359,27365,27347,9,9,0
ASPExtended/graph_colouring/graph-colouring-nodes=150-density=0.1-instance=4.sm.gz,1,3332,8346,7896,300,150,0
ASPExtended/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.10.x.10.r.3.1268203948.99614.data_k=2_l=5_sat.gph.gz,1,1987,6850,6064,540,246,0
ASPExtended/ASP-Comp-2011-Lparse/20-Numberlink/9-numberlink-0-0.asp.gz,0,4098,40790,40790,0,0,0
ASPExtended/hardwareASP/hard_inst_12_6_20395.gr.gz,0,169405,313782,196206,62244,55332,0
ASPExtended/planning/comm/p05.lp-31-558.sm.gz,1,14750,21518,19689,62,1767,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w3_g5_s3.dlv.dat.lp.lp.gz,1,1270,2349,1989,300,60,0
ASPExtended/ggp/brain_teaser_extended.gdlclingo.pl.gr.gz,1,2106,4489,4455,23,11,0
ASPExtended/hardwareASP/hard_inst_11_6_12999.gr.gz,0,142378,263711,164903,52308,46500,0
ASPExtended/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.87_7.gz,1,18371,45635,44149,1399,87,0
ASPExtended/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in8.gz,1,20873,12992,5492,5000,2500,0
ASPExtended/Sokoban-Hard/handmade_soko034.lp-13-207.sm.gz,0,15469,35084,32081,26,2977,0
ASPExtended/hardwareASP/hard_inst_6_7_22666.gr.gz,0,63319,117705,73527,23385,20793,0
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_6.lp.gz,1,3311,3646,3158,4,200,284
ASPExtended/planning/comm/p17.lp-45-292.sm.gz,1,143798,201449,192134,90,9225,0
ASPExtended/pigeon/instance_p13h12.lp.sm.gz,1,220,114,63,38,13,0
ASPExtended/ggp/slidingpieces.gdlclingo.pl.gr.gz,1,37607,726914,726668,164,82,0
ASPExtended/laby/laby_16_16_02.lp.gz,0,47343,149042,148994,32,16,0
ASPExtended/graph_colouring/graph-colouring-nodes=150-density=0.1-instance=3.sm.gz,1,3448,8752,8302,300,150,0
ASPExtended/planning/dispose/p02_07.lp-18-5600.sm.gz,1,14539,22886,19736,36,3114,0
ASPExtended/ggp/buttons.gdlclingo.pl.gr.gz,1,156,238,217,14,7,0
ASPExtended/ASP-Comp-2011-Lparse/12-KnightTour/03-knight_tour-12-0.asp.gz,0,4407,23880,23880,0,0,0
ASPExtended/benchmarks/puzzle-hard.lp.gz,1,1055,15174,15012,81,81,0
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_9.lp.gz,1,1645,1806,1568,2,100,136
ASPExtended/laby/laby_13_13_02.lp.gz,0,26013,79984,79945,26,13,0
ASPExtended/WeightedSpanningTree/206_rand_32_145_1872949941_0.gph.lp.gz,1,1717,82339,80384,870,1057,28
ASPExtended/Sokoban-Hard/handmade_soko029.lp-33-20100.sm.gz,0,34036,76839,70404,66,6369,0
ASPExtended/SocialGolfer/csp010-SocialGolfer_w8_g5_s6.dlv.dat.lp.lp.gz,1,9905,20644,19144,1220,280,0
ASPExtended/LTL-BMC/dp_10.formula1-i-O2-b12.sm.gz,0,1907,12248,12248,0,0,0
ASPExtended/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/209_rand_45_138_1119567351_0.gph.gz,1,2801,153588,150080,1366,2113,29
ASPExtended/SchurCompetition/20.8.schur.lp.gz,1,1716,85325,85065,130,130,0
ASPExtended/hardwareASP/hard_inst_5_12_16376.gr.gz,0,70629,131675,82187,26194,23294,0
ASPExtended/hardwareASP/hard_inst_8_12_10995.gr.gz,0,173933,324324,202300,64596,57428,0
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_11.lp.gz,0,147406,470580,440085,20330,10165,0
ASPExtended/HamiltonClumpy/20/clumpy-20x20_03.sm.gz,0,5961,9100,6065,1104,1931,0
